Opportunity(Default),kc_num,min_opp,mean_opp
0,1,11,11.0
0,1,12,12.0
0,1,22,22.0
0,1,4,4.0
0,1,23,23.0
0,1,13,13.0
0,1,5,5.0
0,1,95,95.0
139,3,5,71.66667
0,0,0,0.0
0,0,0,0.0
0,1,52,52.0
0,1,96,96.0
140,3,38,82.33333
0,1,97,97.0
141,3,39,83.33333
0,1,98,98.0
142,3,40,84.33333
0,1,99,99.0
0,1,32,32.0
143,3,30,81.66667
0,1,15,15.0
0,0,0,0.0
0,1,16,16.0
0,1,100,100.0
0,1,24,24.0
0,1,14,14.0
0,1,25,25.0
0,1,6,6.0
144,3,41,86.0
145,3,5,74.66667
0,0,0,0.0
0,1,53,53.0
0,0,0,0.0
0,0,0,0.0
0,1,101,101.0
146,3,42,86.66667
0,1,33,33.0
147,3,31,83.66667
148,3,43,88.33333
0,1,102,102.0
0,1,103,103.0
0,1,104,104.0
149,3,44,89.33333
150,3,45,90.33333
0,1,105,105.0
0,1,15,15.0
0,1,17,17.0
0,0,0,0.0
0,1,18,18.0
0,0,0,0.0
0,1,26,26.0
0,1,16,16.0
0,1,27,27.0
151,3,6,78.0
0,1,17,17.0
0,1,18,18.0
0,1,7,7.0
152,3,7,79.0
0,0,0,0.0
0,1,54,54.0
0,0,0,0.0
0,1,55,55.0
106,2,2,54.0
153,3,46,92.66667
107,2,17,62.0
0,1,108,108.0
0,1,34,34.0
109,2,18,63.5
154,3,47,93.66667
155,3,48,94.66667
0,1,28,28.0
0,1,19,19.0
0,1,29,29.0
156,3,49,95.66667
157,3,32,90.66667
0,1,19,19.0
0,1,20,20.0
0,0,0,0.0
0,0,0,0.0
0,1,56,56.0
0,0,0,0.0
0,1,57,57.0
0,1,110,110.0
0,1,111,111.0
0,1,112,112.0
0,1,113,113.0
0,1,35,35.0
158,3,23,88.33333
159,3,24,89.33333
160,3,7,84.33333
0,1,114,114.0
161,3,1,83.0
0,1,21,21.0
0,1,22,22.0
0,0,0,0.0
0,1,30,30.0
0,1,31,31.0
0,1,32,32.0
0,1,33,33.0
0,1,20,20.0
162,3,2,84.0
163,3,25,92.33333
0,0,0,0.0
0,0,0,0.0
0,1,58,58.0
0,1,115,115.0
164,3,26,93.33333
0,1,36,36.0
0,1,116,116.0
0,1,117,117.0
0,1,118,118.0
165,3,27,94.33333
166,3,8,88.66667
167,3,28,96.0
168,3,29,97.0
169,3,30,98.0
0,1,34,34.0
0,1,35,35.0
0,1,21,21.0
170,3,31,99.0
0,1,23,23.0
0,1,24,24.0
0,1,119,119.0
171,3,9,92.33333
0,0,0,0.0
0,1,59,59.0
0,0,0,0.0
0,1,37,37.0
0,1,120,120.0
172,3,32,100.66667
0,1,121,121.0
173,3,33,101.66667
0,1,122,122.0
174,3,34,102.66667
175,3,10,95.33333
0,1,36,36.0
1,2,1,1.0
2,2,2,2.0
0,0,0,0.0
0,0,0,0.0
3,2,3,3.0
0,0,0,0.0
0,1,1,1.0
0,1,1,1.0
0,1,2,2.0
0,1,2,2.0
4,2,4,4.0
0,0,0,0.0
5,2,5,5.0
0,0,0,0.0
0,1,3,3.0
0,1,3,3.0
0,1,4,4.0
0,1,4,4.0
0,1,5,5.0
0,1,5,5.0
0,1,6,6.0
0,1,6,6.0
6,2,6,6.0
0,0,0,0.0
7,2,7,7.0
0,0,0,0.0
8,2,8,8.0
0,0,0,0.0
9,2,9,9.0
0,0,0,0.0
0,1,7,7.0
0,1,7,7.0
10,2,10,10.0
1,2,1,1.0
0,0,0,0.0
11,2,11,11.0
2,2,2,2.0
0,0,0,0.0
0,1,8,8.0
1,2,1,1.0
0,1,8,8.0
0,1,9,9.0
2,2,2,2.0
0,1,9,9.0
0,1,10,10.0
3,2,3,3.0
0,1,10,10.0
0,1,11,11.0
4,2,4,4.0
0,1,11,11.0
0,1,12,12.0
5,2,5,5.0
0,1,13,13.0
6,2,6,6.0
0,1,12,12.0
0,1,14,14.0
7,2,7,7.0
0,1,13,13.0
0,1,15,15.0
8,2,8,8.0
0,1,14,14.0
12,2,12,12.0
3,2,3,3.0
0,0,0,0.0
0,1,16,16.0
9,2,9,9.0
0,1,15,15.0
0,1,17,17.0
10,2,10,10.0
0,1,16,16.0
0,1,18,18.0
11,2,11,11.0
0,1,17,17.0
0,1,13,13.0
0,1,1,1.0
0,1,14,14.0
0,1,2,2.0
0,1,19,19.0
1,2,1,1.0
0,1,20,20.0
2,2,2,2.0
0,1,15,15.0
0,1,3,3.0
0,1,21,21.0
3,2,3,3.0
0,1,22,22.0
4,2,4,4.0
0,1,16,16.0
0,1,4,4.0
0,1,17,17.0
4,2,4,4.0
0,1,18,18.0
5,2,5,5.0
0,1,5,5.0
0,1,6,6.0
0,1,6,6.0
0,1,23,23.0
12,2,12,12.0
5,2,5,5.0
0,1,7,7.0
0,1,7,7.0
0,1,24,24.0
13,2,13,13.0
6,2,6,6.0
0,1,19,19.0
8,2,6,7.0
0,1,8,8.0
0,1,9,9.0
0,1,9,9.0
0,1,10,10.0
0,1,10,10.0
0,1,25,25.0
14,2,14,14.0
7,2,7,7.0
0,1,20,20.0
11,2,7,9.0
0,1,11,11.0
0,1,26,26.0
15,2,15,15.0
8,2,8,8.0
0,1,21,21.0
0,1,12,12.0
0,1,27,27.0
9,2,9,9.0
0,1,28,28.0
10,2,10,10.0
0,1,22,22.0
0,1,13,13.0
0,1,23,23.0
0,1,14,14.0
0,1,29,29.0
11,2,11,11.0
1,2,1,1.0
0,1,12,12.0
12,2,12,12.5
2,2,1,1.5
0,1,14,14.0
3,2,2,2.5
0,1,15,15.0
0,1,16,16.0
4,2,3,3.5
0,1,17,17.0
13,2,13,15.5
5,2,4,4.5
0,1,19,19.0
0,1,20,20.0
6,2,5,5.5
0,1,21,21.0
14,2,14,18.0
7,2,2,4.5
0,1,23,23.0
0,1,24,24.0
8,2,3,5.5
0,1,25,25.0
15,2,15,20.5
9,2,6,7.5
0,1,27,27.0
16,2,16,22.0
10,2,4,7.0
0,1,29,29.0
17,2,17,23.5
11,2,7,9.0
0,1,1,1.0
12,2,8,10.0
13,2,9,11.0
0,1,2,2.0
0,1,3,3.0
14,2,5,9.5
0,1,4,4.0
18,2,18,24.5
16,2,12,14.0
15,2,10,12.5
0,1,5,5.0
16,2,11,13.5
0,1,6,6.0
17,2,12,14.5
18,2,13,15.5
0,1,7,7.0
0,1,8,8.0
19,2,14,16.5
0,1,9,9.0
0,1,10,10.0
20,2,6,13.0
0,1,11,11.0
0,1,30,30.0
17,2,13,15.0
19,2,19,25.5
0,1,18,18.0
21,2,15,18.0
0,1,12,12.0
22,2,16,19.0
1,2,1,1.0
0,0,0,0.0
2,2,1,1.5
0,0,0,0.0
2,2,2,2.5
0,0,0,0.0
0,1,15,15.0
3,2,3,3.5
0,0,0,0.0
4,2,4,4.5
0,0,0,0.0
0,1,16,16.0
5,2,5,5.5
0,0,0,0.0
0,1,17,17.0
6,2,6,6.5
0,0,0,0.0
8,2,2,5.0
0,0,0,0.0
0,0,0,0.0
9,2,3,6.0
0,0,0,0.0
0,0,0,0.0
10,2,4,7.0
0,0,0,0.0
0,0,0,0.0
7,2,7,9.0
0,1,1,1.0
8,2,8,10.0
0,0,0,0.0
0,1,60,60.0
0,0,0,0.0
0,1,61,61.0
0,1,38,38.0
75,3,1,36.33333
0,1,124,124.0
0,1,125,125.0
76,3,2,28.66667
0,1,126,126.0
0,0,0,0.0
0,1,35,35.0
12,2,12,15.5
0,0,0,0.0
77,3,3,29.66667
0,1,127,127.0
0,0,0,0.0
0,1,62,62.0
0,0,0,0.0
0,1,63,63.0
0,1,39,39.0
78,3,4,38.66667
0,1,128,128.0
0,1,129,129.0
0,1,130,130.0
79,3,5,30.0
0,1,131,131.0
0,0,0,0.0
13,2,13,16.5
80,3,6,31.0
0,0,0,0.0
0,1,64,64.0
0,0,0,0.0
0,1,65,65.0
0,1,40,40.0
177,3,35,105.0
0,1,132,132.0
0,1,133,133.0
0,1,134,134.0
178,3,50,110.66667
0,1,135,135.0
0,0,0,0.0
0,1,36,36.0
14,2,14,17.5
179,3,10,98.0
0,1,37,37.0
15,2,15,18.5
180,3,11,99.0
0,0,0,0.0
0,0,0,0.0
0,1,66,66.0
0,1,67,67.0
0,1,41,41.0
81,3,7,41.33333
0,1,136,136.0
0,1,137,137.0
0,1,138,138.0
0,1,139,139.0
0,0,0,0.0
16,2,16,19.5
82,3,8,32.66667
17,2,17,20.5
83,3,9,33.66667
0,0,0,0.0
0,0,0,0.0
0,1,68,68.0
0,1,69,69.0
0,1,42,42.0
181,3,37,108.33333
0,1,140,140.0
141,2,19,80.0
182,3,12,100.66667
0,1,142,142.0
0,1,143,143.0
183,3,13,101.66667
0,0,0,0.0
0,1,38,38.0
39,2,25,32.0
40,2,1,20.5
18,2,18,22.0
0,0,0,0.0
41,2,27,34.0
0,1,144,144.0
0,0,0,0.0
42,2,28,35.0
0,1,145,145.0
0,1,43,43.0
19,2,19,24.0
184,3,14,102.66667
0,1,44,44.0
20,2,20,25.0
185,3,15,103.66667
0,0,0,0.0
45,2,31,38.0
21,2,21,26.5
186,3,16,104.66667
0,1,46,46.0
22,2,22,27.5
187,3,17,105.66667
0,0,0,0.0
0,0,0,0.0
0,1,70,70.0
0,1,71,71.0
0,1,43,43.0
84,3,10,44.0
0,1,146,146.0
0,1,147,147.0
0,1,148,148.0
0,1,149,149.0
0,0,0,0.0
0,1,47,47.0
23,2,23,28.5
85,3,11,38.0
53,2,4,28.5
0,1,18,18.0
54,2,5,29.5
0,1,19,19.0
27,2,27,33.5
0,0,0,0.0
13,2,13,18.5
0,0,0,0.0
14,2,14,19.5
0,0,0,0.0
0,1,31,31.0
0,1,20,20.0
0,1,32,32.0
0,1,21,21.0
15,2,15,20.5
0,0,0,0.0
0,1,33,33.0
0,1,22,22.0
16,2,16,21.5
16,2,8,12.0
0,0,0,0.0
17,2,17,22.5
17,2,9,13.0
0,1,34,34.0
23,2,16,19.5
0,1,23,23.0
0,1,35,35.0
24,2,17,20.5
0,1,24,24.0
18,2,18,23.5
18,2,10,14.0
0,0,0,0.0
0,1,36,36.0
25,2,18,21.5
0,1,25,25.0
0,1,37,37.0
26,2,19,22.5
0,1,26,26.0
0,1,38,38.0
27,2,20,23.5
0,1,27,27.0
0,1,39,39.0
28,2,21,24.5
0,1,28,28.0
19,2,19,24.5
19,2,11,15.0
0,0,0,0.0
20,2,20,25.5
20,2,12,16.0
0,0,0,0.0
21,2,21,26.5
21,2,13,17.0
0,0,0,0.0
0,1,40,40.0
29,2,22,25.5
0,1,29,29.0
0,1,33,33.0
0,1,19,19.0
0,1,34,34.0
0,0,0,0.0
0,1,41,41.0
22,2,22,41.0
0,1,42,42.0
23,2,23,42.0
0,1,35,35.0
0,1,20,20.0
0,1,43,43.0
24,2,24,43.0
0,1,44,44.0
25,2,25,44.0
0,1,45,45.0
26,2,26,45.0
0,1,36,36.0
22,2,14,18.0
0,0,0,0.0
0,1,37,37.0
23,2,15,19.0
0,0,0,0.0
0,1,38,38.0
24,2,16,20.0
0,1,21,21.0
0,1,39,39.0
25,2,17,21.0
0,1,22,22.0
0,1,40,40.0
26,2,18,22.0
0,0,0,0.0
0,1,41,41.0
27,2,19,23.0
0,1,23,23.0
0,1,42,42.0
28,2,20,24.0
0,0,0,0.0
0,1,43,43.0
29,2,21,25.0
0,1,24,24.0
0,1,44,44.0
30,2,22,26.0
0,0,0,0.0
0,1,45,45.0
31,2,23,27.0
0,1,25,25.0
0,1,46,46.0
32,2,24,28.0
0,1,26,26.0
0,1,47,47.0
33,2,25,29.0
0,1,27,27.0
0,1,48,48.0
34,2,26,30.0
0,1,28,28.0
0,1,49,49.0
35,2,27,31.0
0,1,29,29.0
0,1,50,50.0
36,2,28,32.0
0,1,30,30.0
55,2,6,30.5
0,1,65,65.0
0,1,66,66.0
41,3,1,17.33333
0,0,0,0.0
56,2,7,31.5
0,1,30,30.0
0,1,31,31.0
42,2,11,26.5
0,0,0,0.0
0,1,57,57.0
0,1,58,58.0
0,1,59,59.0
0,1,60,60.0
0,1,32,32.0
0,1,33,33.0
28,2,28,35.5
0,0,0,0.0
61,2,8,34.5
0,1,34,34.0
0,1,35,35.0
44,2,12,28.0
0,0,0,0.0
62,2,9,35.5
0,1,36,36.0
0,1,37,37.0
29,2,29,37.0
0,0,0,0.0
0,1,7,7.0
0,1,63,63.0
0,1,38,38.0
0,1,39,39.0
46,2,13,29.5
0,0,0,0.0
0,1,64,64.0
0,1,40,40.0
0,1,41,41.0
30,2,30,38.5
0,0,0,0.0
65,2,10,37.5
0,1,42,42.0
0,1,43,43.0
66,2,11,38.5
0,1,44,44.0
0,1,45,45.0
31,2,31,39.5
0,0,0,0.0
0,0,0,0.0
0,1,8,8.0
0,1,67,67.0
0,1,46,46.0
0,1,47,47.0
49,2,14,31.5
0,0,0,0.0
0,0,0,0.0
0,1,68,68.0
69,2,12,40.5
0,1,48,48.0
0,1,49,49.0
50,2,15,32.5
0,1,51,51.0
0,0,0,0.0
0,0,0,0.0
22,3,1,25.0
0,1,70,70.0
0,1,50,50.0
0,1,51,51.0
32,2,32,42.5
0,0,0,0.0
0,1,9,9.0
71,2,13,42.0
0,1,52,52.0
0,1,53,53.0
54,2,16,35.0
0,0,0,0.0
72,2,14,43.0
0,1,54,54.0
0,1,55,55.0
33,2,33,44.0
0,0,0,0.0
0,0,0,0.0
0,1,48,48.0
0,0,0,0.0
99,3,21,53.33333
0,1,162,162.0
37,3,22,53.0
0,1,163,163.0
0,1,164,164.0
0,1,165,165.0
0,0,0,0.0
0,1,84,84.0
46,2,46,65.5
101,3,10,44.66667
0,0,0,0.0
0,0,0,0.0
0,1,49,49.0
102,3,24,55.66667
0,1,166,166.0
0,1,167,167.0
0,1,168,168.0
0,1,169,169.0
0,0,0,0.0
0,1,86,86.0
47,2,47,67.0
103,3,11,46.33333
0,0,0,0.0
0,1,50,50.0
0,0,0,0.0
104,3,26,57.33333
0,1,170,170.0
0,1,171,171.0
0,1,172,172.0
105,3,12,48.0
38,3,28,57.33333
0,1,173,173.0
0,0,0,0.0
0,1,51,51.0
0,0,0,0.0
29,3,29,59.66667
0,1,174,174.0
0,1,175,175.0
0,1,176,176.0
0,1,177,177.0
0,0,0,0.0
0,1,52,52.0
0,0,0,0.0
108,3,30,60.66667
0,1,178,178.0
39,3,31,59.66667
0,1,179,179.0
0,1,180,180.0
0,1,181,181.0
0,0,0,0.0
0,1,88,88.0
110,3,13,51.66667
0,1,89,89.0
111,3,14,52.66667
0,0,0,0.0
0,0,0,0.0
0,1,81,81.0
0,1,53,53.0
112,3,34,63.66667
0,1,182,182.0
0,1,183,183.0
0,1,184,184.0
0,0,0,0.0
0,1,90,90.0
113,3,15,54.33333
0,0,0,0.0
0,0,0,0.0
0,1,54,54.0
40,3,36,63.33333
115,3,37,66.0
185,2,21,103.0
0,0,0,0.0
0,0,0,0.0
26,2,26,58.5
48,2,48,70.0
116,3,16,56.66667
0,0,0,0.0
0,1,82,82.0
0,0,0,0.0
0,1,55,55.0
192,3,47,118.66667
0,1,189,189.0
0,1,190,190.0
193,4,22,130.0
0,1,192,192.0
194,4,48,118.75
0,0,0,0.0
49,2,49,71.0
195,4,17,131.0
0,0,0,0.0
50,2,50,72.0
196,5,18,94.6
0,1,38,38.0
0,1,39,39.0
0,1,23,23.0
0,1,24,24.0
0,1,197,197.0
0,1,198,198.0
0,1,199,199.0
0,1,95,95.0
124,3,19,61.66667
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,1,57,57.0
125,3,43,72.33333
0,1,200,200.0
0,1,201,201.0
0,1,202,202.0
0,1,203,203.0
0,0,0,0.0
0,1,96,96.0
126,3,20,63.33333
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,1,58,58.0
127,3,45,74.0
0,1,204,204.0
0,1,205,205.0
0,1,206,206.0
0,1,207,207.0
0,0,0,0.0
0,1,97,97.0
128,3,21,65.0
0,0,0,0.0
0,1,85,85.0
0,0,0,0.0
0,1,86,86.0
0,1,59,59.0
129,3,47,75.66667
0,1,208,208.0
41,3,41,73.0
0,1,209,209.0
0,1,210,210.0
0,0,0,0.0
0,0,0,0.0
0,1,88,88.0
0,1,61,61.0
135,3,53,80.33333
0,1,216,216.0
0,1,217,217.0
0,1,218,218.0
0,1,219,219.0
0,0,0,0.0
88,2,17,52.5
51,2,51,75.5
136,3,24,71.33333
89,2,18,53.5
52,2,52,76.5
138,3,26,73.33333
137,3,25,72.33333
0,1,27,27.0
0,1,28,28.0
0,0,0,0.0
0,1,40,40.0
0,1,41,41.0
0,1,25,25.0
0,1,26,26.0
0,1,9,9.0
0,1,42,42.0
0,1,43,43.0
0,0,0,0.0
0,1,89,89.0
0,1,62,62.0
0,0,0,0.0
0,1,90,90.0
139,3,54,83.33333
0,1,220,220.0
0,1,221,221.0
222,2,27,124.5
0,1,223,223.0
0,0,0,0.0
0,1,90,90.0
53,2,53,77.5
140,3,27,75.0
0,1,29,29.0
0,0,0,0.0
0,1,30,30.0
0,0,0,0.0
0,1,44,44.0
0,1,45,45.0
0,1,27,27.0
0,1,28,28.0
0,1,46,46.0
0,0,0,0.0
0,1,91,91.0
0,1,63,63.0
0,0,0,0.0
0,1,92,92.0
197,4,55,127.5
0,1,224,224.0
198,4,25,147.5
0,0,0,0.0
91,2,19,55.0
54,2,54,78.5
199,5,26,102.8
92,2,20,56.0
55,2,55,79.5
93,2,21,57.0
56,2,56,80.5
200,4,29,143.5
0,1,31,31.0
0,0,0,0.0
0,1,32,32.0
0,0,0,0.0
0,1,47,47.0
0,1,29,29.0
0,1,48,48.0
0,1,49,49.0
0,1,30,30.0
0,1,50,50.0
0,1,10,10.0
0,1,11,11.0
0,0,0,0.0
0,0,0,0.0
0,1,93,93.0
0,1,64,64.0
0,1,94,94.0
0,1,227,227.0
0,1,228,228.0
0,0,0,0.0
0,1,106,106.0
107,2,2,54.5
0,0,0,0.0
0,0,0,0.0
144,3,9,70.66667
0,1,33,33.0
0,1,34,34.0
0,0,0,0.0
0,1,51,51.0
0,1,52,52.0
0,1,31,31.0
0,1,53,53.0
0,1,54,54.0
0,1,12,12.0
0,0,0,0.0
0,1,95,95.0
0,0,0,0.0
0,1,65,65.0
201,3,56,134.0
0,1,229,229.0
202,3,51,133.0
0,1,230,230.0
231,2,28,129.5
0,0,0,0.0
0,1,94,94.0
57,2,57,82.5
203,3,30,126.66667
0,1,232,232.0
0,0,0,0.0
0,1,95,95.0
58,2,58,83.5
204,3,31,127.66667
0,1,55,55.0
0,1,56,56.0
0,1,32,32.0
0,1,57,57.0
0,1,33,33.0
0,1,35,35.0
0,1,36,36.0
0,0,0,0.0
0,1,13,13.0
0,0,0,0.0
0,1,96,96.0
0,0,0,0.0
0,1,97,97.0
0,1,66,66.0
149,3,57,88.66667
0,1,233,233.0
0,1,234,234.0
150,3,32,81.0
0,0,0,0.0
0,1,96,96.0
59,2,59,84.5
0,0,0,0.0
151,3,33,82.0
152,3,52,89.0
0,1,235,235.0
0,1,236,236.0
0,1,97,97.0
60,2,60,85.5
0,0,0,0.0
0,1,98,98.0
61,2,61,86.5
153,3,34,83.66667
0,1,37,37.0
0,0,0,0.0
0,1,38,38.0
0,0,0,0.0
0,1,58,58.0
0,1,59,59.0
0,1,34,34.0
0,1,35,35.0
0,1,60,60.0
0,1,14,14.0
0,0,0,0.0
0,1,98,98.0
0,1,67,67.0
0,0,0,0.0
0,1,99,99.0
205,3,58,139.0
0,1,237,237.0
0,1,238,238.0
239,2,3,121.0
0,1,99,99.0
62,2,62,87.5
0,1,240,240.0
0,0,0,0.0
0,1,100,100.0
63,2,63,88.5
206,3,35,132.0
0,1,101,101.0
64,2,64,89.5
207,3,36,133.0
0,1,39,39.0
0,0,0,0.0
0,1,40,40.0
0,0,0,0.0
0,1,61,61.0
0,1,62,62.0
0,1,36,36.0
0,1,37,37.0
0,1,63,63.0
0,0,0,0.0
0,1,100,100.0
0,1,68,68.0
0,0,0,0.0
0,1,101,101.0
208,3,15,126.66667
0,0,0,0.0
102,2,22,62.0
116,2,26,71.0
209,3,38,135.0
0,1,241,241.0
210,3,10,126.33333
242,2,29,135.5
0,1,243,243.0
0,1,41,41.0
0,0,0,0.0
0,1,42,42.0
0,0,0,0.0
0,1,64,64.0
0,1,65,65.0
0,1,66,66.0
0,1,38,38.0
0,1,39,39.0
0,1,15,15.0
0,1,67,67.0
0,0,0,0.0
0,0,0,0.0
0,1,102,102.0
211,3,16,115.66667
212,3,11,114.66667
0,1,244,244.0
0,1,245,245.0
0,0,0,0.0
0,1,103,103.0
117,2,27,72.0
0,0,0,0.0
213,3,12,115.66667
214,3,13,116.66667
0,0,0,0.0
0,1,104,104.0
118,2,28,73.0
215,3,14,117.66667
0,1,105,105.0
119,2,29,74.0
0,0,0,0.0
216,3,39,126.66667
0,1,246,246.0
0,1,43,43.0
0,1,44,44.0
0,1,247,247.0
0,1,248,248.0
0,1,249,249.0
0,1,68,68.0
0,1,69,69.0
0,1,40,40.0
0,1,70,70.0
0,1,41,41.0
0,1,16,16.0
0,0,0,0.0
0,1,103,103.0
0,1,69,69.0
0,0,0,0.0
0,1,104,104.0
160,3,59,94.66667
161,3,37,88.0
0,1,250,250.0
162,3,38,89.0
0,0,0,0.0
0,1,106,106.0
65,2,65,92.5
163,3,39,90.0
0,1,251,251.0
0,1,107,107.0
66,2,66,93.5
164,3,40,91.0
0,1,252,252.0
0,1,108,108.0
67,2,67,94.5
165,3,41,92.0
166,3,53,96.66667
0,1,253,253.0
0,1,45,45.0
0,0,0,0.0
0,1,46,46.0
0,1,71,71.0
0,1,72,72.0
0,1,73,73.0
0,1,17,17.0
0,0,0,0.0
0,1,105,105.0
0,0,0,0.0
0,1,106,106.0
0,1,70,70.0
217,3,60,134.33333
0,1,254,254.0
218,3,42,129.0
0,1,255,255.0
0,0,0,0.0
109,2,23,66.0
68,2,68,95.5
0,0,0,0.0
219,3,43,130.0
0,1,256,256.0
257,2,30,143.5
0,1,258,258.0
0,0,0,0.0
110,2,24,67.0
69,2,69,96.5
220,3,44,131.0
0,1,47,47.0
0,0,0,0.0
0,1,48,48.0
0,0,0,0.0
0,1,74,74.0
0,1,75,75.0
0,1,42,42.0
0,1,76,76.0
0,1,77,77.0
0,1,18,18.0
0,0,0,0.0
0,0,0,0.0
0,1,107,107.0
0,1,71,71.0
221,3,61,137.33333
0,1,111,111.0
70,2,70,97.5
0,1,259,259.0
0,1,112,112.0
71,2,71,98.5
0,0,0,0.0
0,1,260,260.0
0,0,0,0.0
0,1,113,113.0
72,2,72,99.5
222,3,45,132.66667
223,3,46,133.66667
0,1,49,49.0
0,0,0,0.0
0,1,50,50.0
0,1,78,78.0
0,1,79,79.0
0,1,43,43.0
0,1,80,80.0
0,1,81,81.0
0,1,44,44.0
0,0,0,0.0
0,0,0,0.0
0,1,108,108.0
0,1,72,72.0
224,3,62,139.66667
225,3,54,137.66667
226,3,47,136.0
0,1,261,261.0
0,1,262,262.0
0,0,0,0.0
0,1,128,128.0
0,1,114,114.0
0,1,263,263.0
227,3,48,137.0
0,0,0,0.0
0,1,115,115.0
73,2,73,101.0
0,0,0,0.0
0,1,116,116.0
228,3,49,138.0
229,3,50,139.0
230,3,51,140.0
0,1,264,264.0
0,1,51,51.0
0,0,0,0.0
0,1,52,52.0
0,1,45,45.0
0,1,82,82.0
0,1,83,83.0
0,1,84,84.0
0,1,85,85.0
0,1,46,46.0
0,1,86,86.0
0,1,87,87.0
0,1,47,47.0
0,0,0,0.0
0,0,0,0.0
0,1,109,109.0
0,1,53,53.0
0,1,54,54.0
0,0,0,0.0
0,1,73,73.0
167,3,63,100.66667
0,1,265,265.0
0,1,266,266.0
0,1,267,267.0
0,1,268,268.0
0,0,0,0.0
0,1,117,117.0
74,2,74,102.0
168,3,52,97.66667
0,1,118,118.0
75,2,75,103.0
169,3,53,98.66667
0,1,119,119.0
76,2,76,104.0
170,3,54,99.66667
0,1,88,88.0
0,1,89,89.0
0,1,48,48.0
0,1,90,90.0
0,1,49,49.0
0,1,19,19.0
0,0,0,0.0
0,1,110,110.0
0,1,74,74.0
0,0,0,0.0
0,1,111,111.0
0,1,269,269.0
231,3,55,152.33333
232,3,64,156.0
233,3,56,154.0
0,1,270,270.0
0,0,0,0.0
0,1,120,120.0
77,2,77,105.0
234,3,57,155.0
0,1,271,271.0
0,1,121,121.0
78,2,78,106.0
235,3,58,156.0
272,2,31,151.5
0,1,273,273.0
0,1,55,55.0
0,0,0,0.0
0,1,56,56.0
0,1,91,91.0
0,1,92,92.0
0,1,93,93.0
0,1,94,94.0
0,1,50,50.0
0,0,0,0.0
0,1,112,112.0
0,1,75,75.0
0,0,0,0.0
0,1,113,113.0
236,3,65,159.0
0,1,274,274.0
0,1,275,275.0
276,2,32,154.0
0,1,277,277.0
0,0,0,0.0
122,2,25,73.5
79,2,79,107.0
237,3,59,157.66667
123,2,26,74.5
80,2,80,108.0
238,3,60,158.66667
0,1,57,57.0
0,0,0,0.0
0,1,58,58.0
0,0,0,0.0
0,1,95,95.0
0,1,51,51.0
0,1,96,96.0
0,1,97,97.0
0,1,52,52.0
0,1,20,20.0
0,0,0,0.0
0,1,114,114.0
0,0,0,0.0
0,1,76,76.0
0,1,115,115.0
179,3,66,107.0
0,1,278,278.0
0,1,279,279.0
0,1,280,280.0
0,1,281,281.0
0,0,0,0.0
0,1,124,124.0
0,0,0,0.0
81,2,81,109.0
0,0,0,0.0
82,2,82,110.0
180,3,61,106.0
0,1,59,59.0
0,1,60,60.0
0,1,98,98.0
0,1,99,99.0
0,1,100,100.0
0,1,101,101.0
0,1,53,53.0
0,1,54,54.0
0,0,0,0.0
0,1,116,116.0
0,0,0,0.0
0,1,77,77.0
67,3,67,95.0
141,3,55,91.66667
0,1,282,282.0
0,1,283,283.0
0,1,284,284.0
142,3,56,92.66667
0,1,285,285.0
0,0,0,0.0
0,1,125,125.0
83,2,83,111.0
0,0,0,0.0
143,3,62,95.33333
0,1,61,61.0
0,0,0,0.0
0,1,62,62.0
0,1,102,102.0
0,1,55,55.0
0,1,103,103.0
0,1,56,56.0
0,1,21,21.0
0,0,0,0.0
0,0,0,0.0
0,1,117,117.0
0,1,78,78.0
239,3,17,145.66667
0,1,286,286.0
0,1,287,287.0
0,0,0,0.0
126,2,27,76.5
140,2,30,85.0
240,3,15,145.66667
288,2,33,160.5
127,2,28,77.5
141,2,31,86.0
241,3,16,146.66667
0,1,63,63.0
0,1,64,64.0
0,1,104,104.0
0,1,105,105.0
0,1,57,57.0
0,1,106,106.0
0,1,107,107.0
0,1,58,58.0
0,1,22,22.0
0,0,0,0.0
0,0,0,0.0
0,1,79,79.0
0,1,118,118.0
68,3,68,98.0
145,3,57,95.0
0,1,289,289.0
0,1,290,290.0
0,1,291,291.0
0,1,292,292.0
0,1,128,128.0
84,2,84,113.0
0,0,0,0.0
0,0,0,0.0
0,1,129,129.0
143,2,85,114.0
146,3,63,97.66667
0,1,130,130.0
86,2,86,115.0
147,3,64,98.66667
0,1,65,65.0
0,1,66,66.0
0,1,108,108.0
0,1,109,109.0
0,1,59,59.0
0,1,60,60.0
0,1,23,23.0
0,0,0,0.0
0,1,119,119.0
0,0,0,0.0
0,1,80,80.0
184,3,69,113.0
0,1,293,293.0
0,1,294,294.0
0,1,295,295.0
0,1,296,296.0
0,0,0,0.0
0,1,131,131.0
87,2,87,116.0
0,0,0,0.0
185,3,65,112.33333
0,1,132,132.0
88,2,88,117.0
186,3,66,113.33333
0,1,67,67.0
0,1,68,68.0
0,1,110,110.0
0,1,111,111.0
0,1,61,61.0
0,1,62,62.0
0,1,24,24.0
0,0,0,0.0
0,0,0,0.0
0,1,81,81.0
242,3,70,153.33333
0,1,297,297.0
